Fri Oct 17 11:15:34 2025    profiling\profile.bin

         8254009 function calls (8246265 primitive calls) in 19.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    24/23    0.000    0.000    0.002    0.000 _migration.py:262(wrapper)
        1    0.000    0.000    0.002    0.002 _twodim_base_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 expat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 overrides.py:1(<module>)
        7    0.000    0.000    0.002    0.000 __init__.py:186(_safe_realpath)
       29    0.000    0.000    0.002    0.000 typing.py:1719(__getitem__)
      136    0.001    0.000    0.002    0.000 __init__.py:770(add)
     3834    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 config.py:1(<module>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
      163    0.000    0.000    0.002    0.000 _parser.py:97(closegroup)
      144    0.000    0.000    0.002    0.000 __init__.py:300(<genexpr>)
      145    0.002    0.000    0.002    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.002    0.002 typing_objects.py:1(<module>)
     2441    0.002    0.000    0.002    0.000 {method 'view' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.002    0.000 _local.py:166(__fspath__)
      761    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
       40    0.001    0.000    0.002    0.000 dataclasses.py:1222(_add_slots)
     8768    0.002    0.000    0.002    0.000 multiarray.py:188(concatenate)
        1    0.000    0.000    0.002    0.002 getlimits.py:168(_register_known_types)
        1    0.000    0.000    0.002    0.002 _strptime.py:343(__init__)
       26    0.000    0.000    0.002    0.000 typing.py:1733(__getitem_inner__)
       60    0.000    0.000    0.002    0.000 _local.py:227(__str__)
     2234    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      143    0.002    0.000    0.002    0.000 {method 'tick' of 'pygame.time.Clock' objects}
      5/1    0.000    0.000    0.002    0.002 _generate_schema.py:684(generate_schema)
      657    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:74(__new__)
       64    0.000    0.000    0.002    0.000 __init__.py:3228(insert_on)
      9/1    0.000    0.000    0.002    0.002 _generate_schema.py:983(_generate_schema_inner)
       11    0.000    0.000    0.002    0.000 inspect.py:3373(signature)
        2    0.000    0.000    0.002    0.001 __init__.py:3353(_reload_version)
      797    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
       21    0.001    0.000    0.002    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      284    0.001    0.000    0.001    0.000 dataclasses.py:709(_is_type)
       11    0.000    0.000    0.001    0.000 inspect.py:3094(from_callable)
        1    0.000    0.000    0.001    0.001 _generate_schema.py:723(_model_schema)
        2    0.000    0.000    0.001    0.001 __init__.py:3133(_get_version)
        2    0.000    0.000    0.001    0.001 __init__.py:2888(_version_from_file)
       28    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        4    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
    23/11    0.000    0.000    0.001    0.000 inspect.py:2487(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 {built-in method _warnings.warn}
        2    0.000    0.000    0.001    0.001 <frozen importlib.util>:70(find_spec)
      460    0.001    0.000    0.001    0.000 _inspect.py:66(getargs)
      571    0.000    0.000    0.001    0.000 typing.py:3119(_get_typeddict_qualifiers)
      333    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      333    0.001    0.000    0.001    0.000 __init__.py:101(find_spec)
        1    0.000    0.000    0.001    0.001 warnings.py:97(_showwarnmsg)
        1    0.000    0.000    0.001    0.001 warnings.py:20(_showwarnmsg_impl)
      266    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
      122    0.000    0.000    0.001    0.000 typing.py:379(_remove_dups_flatten)
        7    0.000    0.000    0.001    0.000 __init__.py:742(children)
      567    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      144    0.000    0.000    0.001    0.000 __init__.py:104(<genexpr>)
      145    0.000    0.000    0.001    0.000 locale.py:464(_parse_localename)
       59    0.000    0.000    0.001    0.000 typing.py:1574(copy_with)
        1    0.000    0.000    0.001    0.001 array_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:2712(EntryPoint)
      748    0.001    0.000    0.001    0.000 typing.py:2528(get_origin)
      715    0.001    0.000    0.001    0.000 visualization.py:356(is_on_screen)
     6196    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
       58    0.000    0.000    0.001    0.000 _local.py:289(drive)
        4    0.000    0.000    0.001    0.000 _generate_schema.py:1199(_generate_md_field_schema)
       48    0.000    0.000    0.001    0.000 typing.py:2267(Annotated)
        6    0.000    0.000    0.001    0.000 getlimits.py:36(__init__)
     8766    0.001    0.000    0.001    0.000 shape_base.py:76(_atleast_2d_dispatcher)
        1    0.000    0.000    0.001    0.001 _tzpath.py:5(_reset_tzpath)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _generate_schema.py:1352(_common_field_schema)
       54    0.001    0.000    0.001    0.000 enum.py:251(__set_name__)
      2/1    0.000    0.000    0.001    0.001 __init__.py:580(get_config_var)
      5/1    0.000    0.000    0.001    0.001 __init__.py:540(get_config_vars)
        1    0.000    0.000    0.001    0.001 __init__.py:468(_init_config_vars)
     4011    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
      136    0.001    0.000    0.001    0.000 version.py:234(__str__)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
        2    0.001    0.001    0.001    0.001 sysfont.py:366(font_constructor)
       78    0.001    0.000    0.001    0.000 typing.py:1813(__hash__)
     2206    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     1599    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
      144    0.000    0.000    0.001    0.000 <frozen ntpath>:254(basename)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      136    0.000    0.000    0.001    0.000 __init__.py:1555(safe_name)
       31    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
        1    0.001    0.001    0.001    0.001 {built-in method nt.replace}
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
      145    0.001    0.000    0.001    0.000 locale.py:381(normalize)
       20    0.000    0.000    0.001    0.000 typing_objects.py:59(_compile_identity_check_function)
     1884    0.001    0.000    0.001    0.000 _parser.py:163(__len__)
      124    0.001    0.000    0.001    0.000 enum.py:354(__setitem__)
       27    0.000    0.000    0.001    0.000 typing.py:1207(_generic_class_getitem)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
     1509    0.001    0.000    0.001    0.000 _parser.py:175(append)
      577    0.001    0.000    0.001    0.000 typing.py:1358(__getattr__)
     1636    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.001    0.001 __init__.py:365(_init_non_posix)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
     2620    0.001    0.000    0.001    0.000 _parser.py:255(match)
       26    0.000    0.000    0.001    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.001    0.001 _strptime.py:484(compile)
      193    0.000    0.000    0.001    0.000 typing.py:351(_deduplicate)
       51    0.000    0.000    0.001    0.000 dataclasses.py:610(_init_fn)
        4    0.000    0.000    0.001    0.000 _generate_schema.py:2259(_apply_annotations)
       48    0.000    0.000    0.001    0.000 typing.py:2226(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       70    0.000    0.000    0.001    0.000 __init__.py:1766(_fn)
        1    0.000    0.000    0.001    0.001 pkgdata.py:45(getResource)
      657    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
     1636    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.001    0.001 __init__.py:126(EntryPoint)
     4869    0.001    0.000    0.001    0.000 typing.py:1803(<genexpr>)
      193    0.000    0.000    0.001    0.000 __init__.py:164(match)
       68    0.000    0.000    0.001    0.000 __init__.py:1682(_get_metadata_path)
      144    0.000    0.000    0.001    0.000 enum.py:695(__call__)
      342    0.001    0.000    0.001    0.000 _compiler.py:214(_compile_charset)
      368    0.000    0.000    0.001    0.000 _compiler.py:401(_simple)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:1(<module>)
      333    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
       68    0.000    0.000    0.001    0.000 enum.py:1607(__and__)
        1    0.000    0.000    0.001    0.001 warnings.py:118(_formatwarnmsg)
        1    0.000    0.000    0.001    0.001 warnings.py:35(_formatwarnmsg_impl)
      657    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
      331    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:27(_parse_docstrings)
        1    0.000    0.000    0.001    0.001 linecache.py:22(getline)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       48    0.000    0.000    0.001    0.000 typing.py:2199(__init_subclass__)
     2659    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 linecache.py:32(getlines)
      916    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
     1188    0.001    0.000    0.001    0.000 <frozen ntpath>:34(_get_bothseps)
      216    0.001    0.000    0.001    0.000 dataclasses.py:437(add_fn)
      392    0.001    0.000    0.001    0.000 enum.py:829(__setattr__)
        1    0.000    0.000    0.001    0.001 linecache.py:102(updatecache)
     1203    0.001    0.000    0.001    0.000 _parser.py:292(tell)
        7    0.000    0.000    0.001    0.000 _strptime.py:446(pattern)
        2    0.000    0.000    0.001    0.000 __init__.py:1705(get_metadata_lines)
        1    0.000    0.000    0.001    0.001 __init__.py:258(WordSet)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2392(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 _elffile.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {built-in method nt.open}
       48    0.000    0.000    0.001    0.000 typing.py:2073(__init__)
      331    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
      143    0.001    0.000    0.001    0.000 {method 'groupdict' of 're.Match' objects}
      357    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      316    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       38    0.000    0.000    0.001    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2316(__init__)
      143    0.001    0.000    0.001    0.000 {method 'get_rect' of 'pygame.surface.Surface' objects}
      6/4    0.000    0.000    0.001    0.000 _schema_generation_shared.py:82(__call__)
       99    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
       11    0.000    0.000    0.001    0.000 inspect.py:2383(_signature_from_function)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
     2659    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.001    0.001 _shape_base_impl.py:1(<module>)
        7    0.000    0.000    0.001    0.000 __init__.py:759(mtime)
        1    0.000    0.000    0.001    0.001 _schema_gather.py:1(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:1692(get_metadata)
      657    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1579(_IPv4Constants)
     1243    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
      903    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       71    0.000    0.000    0.001    0.000 typing.py:395(_flatten_literal_params)
       11    0.000    0.000    0.001    0.000 typing.py:1449(__ror__)
       36    0.000    0.000    0.001    0.000 getlimits.py:113(_float_to_str)
        1    0.000    0.000    0.001    0.001 _namespace_utils.py:1(<module>)
      584    0.000    0.000    0.001    0.000 __init__.py:2997(key)
        1    0.000    0.000    0.001    0.001 _model_construction.py:531(set_model_fields)
      849    0.001    0.000    0.001    0.000 sysfont.py:48(_addfont)
       58    0.000    0.000    0.001    0.000 _local.py:257(_parse_path)
      115    0.000    0.000    0.001    0.000 _local.py:498(__init__)
       21    0.000    0.000    0.001    0.000 ipaddress.py:1512(__init__)
        1    0.000    0.000    0.001    0.001 _fields.py:78(collect_model_fields)
       62    0.000    0.000    0.001    0.000 inspect.py:176(get_annotations)
        2    0.000    0.000    0.001    0.000 __init__.py:1911(_get)
     4292    0.001    0.000    0.001    0.000 multiarray.py:1418(may_share_memory)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
     2052    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       37    0.000    0.000    0.001    0.000 typing.py:1927(_get_protocol_attrs)
     2688    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      136    0.001    0.000    0.001    0.000 version.py:523(_cmpkey)
        1    0.000    0.000    0.001    0.001 _forward_ref.py:1(<module>)
      341    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.001    0.001 __init__.py:3371(DistInfoDistribution)
      318    0.000    0.000    0.001    0.000 enum.py:37(_is_descriptor)
      819    0.000    0.000    0.001    0.000 {built-in method from_bytes}
       17    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.001    0.001 data.py:71(load)
      310    0.000    0.000    0.001    0.000 function_base.py:473(_add_docstring)
